ima_id	band	rel_a	rel_b	sd_rela	sd_relb	sd_dn	sunzen	sunaz
rad 1 0
K00146DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00147DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00148DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00149DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00150DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00151DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00152DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00153DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00154DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00155DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00156DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00157DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00158DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00159DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00160DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00161DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00162DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00163DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00164DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00165DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00166DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00167DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00168DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00169DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00170DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00171DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00172DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00173DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00174DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00175DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00176DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00177DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00178DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00179DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00180DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00181DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00182DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00183DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00184DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00185DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00186DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00187DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00188DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00189DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00190DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00191DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00192DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00193DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00194DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00195DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00196DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00197DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00198DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00199DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00200DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00201DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00202DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00203DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00204DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00205DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00206DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00207DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00208DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00209DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00210DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00211DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00212DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00213DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00214DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00215DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00216DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00217DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00218DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00219DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00220DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00221DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00222DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00223DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00224DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00225DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00226DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00227DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00228DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00229DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00230DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00231DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00232DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00233DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00234DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00235DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00236DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00237DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00238DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00239DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00240DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00241DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00242DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00243DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00244DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00245DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00246DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00247DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00248DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00249DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00250DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00251DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00252DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00253DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00256DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00257DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00258DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00259DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00260DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00261DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00262DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00263DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00264DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00265DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00266DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00267DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00268DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00269DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00270DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00271DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00272DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00273DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00274DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00275DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00276DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00277DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00278DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00279DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00280DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00281DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00282DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00283DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00284DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00285DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00286DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00287DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00288DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00289DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00290DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00291DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00292DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00293DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00294DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00295DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00296DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00297DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00298DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00299DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00300DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00301DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00302DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00303DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00304DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00305DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00306DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00307DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00308DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00309DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00310DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00311DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00312DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00313DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00314DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00315DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00316DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00317DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00318DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00319DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00320DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00321DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00322DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00323DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00324DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00325DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00326DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00327DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00328DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00329DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00330DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00331DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00332DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00333DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00334DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00335DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00336DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00337DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00338DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00339DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00340DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00341DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00342DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00343DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00344DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00345DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00346DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00347DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00348DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00349DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00350DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00351DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00352DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00353DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00354DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00355DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00356DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00357DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00358DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00359DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00360DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00361DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00362DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00363DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00364DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00365DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00366DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00367DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00368DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00369DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00370DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00371DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00372DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00373DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00374DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00375DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00376DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
